,subject_cluster_subject_cluster,vehicle_cluster_vehicle_cluster,location_cluster_location_cluster,officer_cluster_officer_cluster,action_cluster_action_cluster,date_cluster_date_cluster,occurrences,Cluster_kmeans
766,2,0,3,1,0,4,6,6
767,0,0,13,1,3,14,1,6
768,1,5,1,1,21,14,1,9
769,0,0,4,2,11,12,1,2
770,16,0,2,5,14,12,8,4
771,1,0,1,2,10,12,6,2
772,1,0,2,1,3,0,14,9
773,12,45,5,2,7,6,1,2
774,4,22,2,1,11,6,1,6
775,5,0,1,6,51,1,1,3
776,5,93,4,2,0,6,2,5
777,5,96,9,1,21,6,1,6
778,2,0,3,0,73,0,2,5
779,1,0,3,0,46,0,3,0
780,5,15,8,7,2,8,1,1
781,2,0,0,7,59,10,2,5
782,4,0,3,7,0,0,1,1
783,4,0,2,7,27,10,2,5
784,2,0,6,7,59,10,1,1
785,1,0,3,0,5,2,12,0
786,7,52,2,1,3,6,1,6
787,1,91,0,1,3,6,1,9
788,1,0,7,3,5,10,1,7
789,0,50,2,5,5,6,1,4
790,1,0,2,5,0,9,12,4
791,3,67,1,2,2,9,1,2
792,1,82,3,5,0,9,1,9
793,6,28,0,2,4,9,1,2
794,1,0,3,5,10,9,1,4
795,1,0,5,1,0,3,19,9
796,1,0,1,1,20,3,4,9
797,1,18,4,1,17,3,1,9
798,8,12,2,1,0,3,1,6
799,0,53,1,0,9,9,1,0
800,2,0,0,5,41,12,1,7
801,1,0,1,1,1,1,4,9
802,3,0,2,1,5,1,4,6
803,1,0,1,0,26,5,7,0
804,1,0,5,1,1,1,1,9
805,0,0,3,1,5,1,17,6
806,1,0,4,1,5,1,7,9
807,5,79,3,1,1,2,1,6
808,2,85,1,1,47,6,1,6
809,4,0,16,0,70,9,1,0
810,2,0,1,0,70,9,1,0
811,0,0,2,3,6,10,50,4
812,1,0,1,1,5,12,42,9
813,1,0,3,1,0,0,55,9
814,0,75,3,1,0,0,1,6
815,1,95,1,1,28,12,1,9
816,1,28,0,0,18,9,1,0
817,1,0,1,1,11,8,31,9
818,1,0,2,1,5,8,14,9
819,10,0,7,7,48,0,2,5
820,1,0,3,1,62,14,1,9
821,5,26,1,1,0,5,1,6
822,4,0,2,3,3,13,3,4
823,15,0,15,3,70,13,1,7
824,12,87,0,3,89,1,1,7
825,1,0,0,3,27,14,1,7
826,1,0,1,0,3,1,7,0
827,7,0,1,0,3,1,1,0
828,1,0,0,0,3,1,5,0
829,1,0,5,2,3,8,6,2
830,0,0,5,6,0,8,1,3
831,7,0,3,1,0,1,2,5
832,2,45,5,7,0,1,1,1
833,2,0,6,7,48,1,2,5
834,7,0,3,5,5,5,1,4
835,1,0,3,5,5,5,4,4
836,4,0,0,5,46,5,1,7
837,3,0,0,7,0,5,4,1
838,1,11,1,6,35,8,1,3
839,1,0,2,5,10,11,3,4
840,2,0,1,6,5,1,11,3
841,2,0,3,6,5,1,1,3
842,1,0,1,6,53,1,1,3
843,0,0,2,0,0,7,8,0
844,2,0,3,0,46,3,2,5
845,0,13,1,0,18,7,1,0
846,10,91,5,2,4,7,1,2
847,1,73,0,0,2,7,1,0
848,7,49,1,2,4,7,1,2
849,5,0,1,1,3,3,8,6
850,8,0,4,1,10,3,1,6
851,7,0,6,1,3,3,1,6
852,1,0,0,6,72,9,1,3
853,6,0,1,6,0,9,6,3
854,1,83,3,2,17,1,1,2
855,0,0,8,5,41,1,1,4
856,0,0,1,2,56,1,3,2
857,1,84,0,1,0,13,1,9
858,14,2,4,4,3,2,1,8
859,6,0,1,1,7,2,2,5
860,12,7,13,4,60,2,1,8
861,6,84,0,1,0,13,1,6
862,1,0,0,6,11,1,1,3
863,1,35,1,1,13,11,2,9
864,1,4,1,1,18,8,1,9
865,1,38,1,1,42,8,2,9
866,1,0,3,1,3,1,26,9
867,0,39,5,0,17,2,1,0
868,1,13,4,0,5,8,1,0
869,10,0,2,3,51,12,1,4
870,2,0,2,3,51,12,1,4
871,15,0,0,3,51,12,1,7
872,3,0,7,7,40,10,2,5
873,8,0,1,3,6,12,1,7
874,13,0,1,0,73,0,1,0
875,1,0,3,1,0,11,54,9
876,3,2,8,4,5,14,1,8
877,5,0,2,5,5,1,3,4
878,6,0,2,5,11,1,1,4
879,10,0,2,5,5,1,1,4
880,0,65,1,0,10,14,1,0
881,12,0,16,0,6,6,1,0
882,3,70,1,7,88,2,1,1
883,1,84,4,3,42,13,1,7
884,12,0,3,0,6,6,1,0
885,2,0,0,3,21,13,1,7
886,11,0,6,7,41,1,1,1
887,0,0,2,5,85,8,1,4
888,1,0,1,7,6,14,3,1
889,4,0,0,7,10,14,1,1
890,1,0,0,7,11,1,3,1
891,1,0,1,1,5,8,55,9
892,9,0,2,3,6,12,3,4
893,1,0,2,5,26,4,1,4
894,5,65,11,4,5,1,1,8
895,0,0,3,5,26,4,1,4
896,1,0,2,3,6,12,39,4
897,9,0,2,5,68,4,2,5
898,3,0,14,7,67,1,1,1
899,2,0,0,7,78,1,1,1
900,4,42,0,7,7,1,1,1
901,16,76,0,7,5,1,1,1
902,3,0,5,0,5,13,1,0
903,0,0,1,7,10,0,1,1
904,7,0,0,1,3,2,2,5
905,1,23,2,1,3,8,1,9
906,9,45,4,1,0,11,1,6
907,1,7,3,1,35,8,1,9
908,6,34,1,1,18,8,1,6
909,1,72,1,1,18,8,1,9
910,1,0,3,0,3,1,6,0
911,0,0,9,3,66,13,1,7
912,1,0,2,3,60,1,1,4
913,4,0,12,3,73,14,1,7
914,2,38,2,6,10,1,1,3
915,1,38,5,7,5,8,1,1
916,6,54,2,0,11,0,1,0
917,0,0,3,0,11,11,1,0
918,2,0,6,7,83,9,1,1
919,7,89,3,4,4,12,1,8
920,1,9,0,4,4,12,1,8
921,2,0,0,3,63,1,2,5
922,1,0,1,5,10,8,1,4
923,4,92,0,4,4,12,1,8
924,10,22,8,4,7,14,1,8
925,2,0,20,3,51,10,1,7
926,1,0,3,0,0,10,41,0
927,10,3,13,4,0,14,1,8
928,5,0,5,7,5,4,1,1
929,1,2,1,0,6,4,1,0
930,0,0,3,7,91,10,2,5
931,0,0,8,7,5,4,1,1
932,2,0,2,5,3,8,1,4
933,14,30,1,7,5,4,1,1
934,14,9,3,0,56,8,1,0
935,7,0,1,6,5,7,3,3
936,1,0,1,1,0,13,105,9
937,1,0,1,6,0,5,16,3
938,0,0,0,1,6,8,4,6
939,2,0,1,6,24,5,6,3
940,2,0,6,7,53,9,4,1
941,1,94,3,1,3,12,1,9
942,3,8,4,2,18,14,1,2
943,2,0,0,7,20,14,1,1
944,1,0,1,1,3,12,65,9
945,1,2,5,0,18,1,1,0
946,2,0,0,3,56,0,5,7
947,5,0,0,0,0,5,2,5
948,7,86,3,1,42,2,1,6
949,3,52,0,1,21,2,1,6
950,1,0,0,1,10,2,4,9
951,7,0,2,3,6,10,8,4
952,1,0,2,1,0,12,35,9
953,1,0,9,1,0,12,2,5
954,2,0,2,3,78,2,1,4
955,1,0,9,1,5,14,1,9
956,5,0,0,5,5,4,2,5
957,1,0,0,1,0,4,28,9
958,8,0,0,1,5,1,2,5
959,15,0,2,5,1,4,1,4
960,2,0,0,5,0,4,8,7
961,2,0,4,5,0,4,1,4
962,6,0,3,4,1,7,1,8
963,0,0,10,7,20,7,1,1
964,0,0,2,1,44,8,1,6
965,1,0,2,2,3,7,3,2
966,2,0,1,0,76,7,1,0
967,0,0,0,1,20,8,1,6
968,7,0,5,2,0,5,3,2
969,1,56,5,2,13,7,1,2
970,6,22,3,2,17,5,1,2
971,3,0,8,2,3,5,1,2
972,3,0,0,5,3,12,1,7
973,1,0,1,2,0,5,30,2
974,1,0,1,2,7,14,12,2
975,1,0,1,0,5,3,35,0
976,1,0,3,0,0,8,53,0
977,0,0,3,5,5,0,2,5
978,1,0,3,5,11,0,1,4
979,6,0,1,0,29,14,1,0
980,0,0,3,6,5,0,3,3
981,5,0,10,7,0,3,1,1
982,5,0,3,6,5,9,1,3
983,0,82,3,0,0,3,1,0
984,1,3,5,2,1,3,1,2
985,2,0,10,7,47,3,3,1
986,6,0,2,0,26,3,1,0
987,1,0,6,0,5,8,1,0
988,8,24,1,0,0,10,1,0
989,0,0,0,0,5,10,7,0
990,0,0,1,0,0,10,32,0
991,0,0,5,0,5,10,5,0
992,0,59,3,2,13,11,1,2
993,0,0,5,2,3,14,2,5
994,12,0,2,1,0,14,2,5
995,1,14,1,1,28,12,1,9
996,3,0,6,1,11,4,2,5
997,0,0,1,1,5,14,16,6
998,0,0,1,2,0,6,9,2
999,12,0,6,2,0,6,1,2
1000,9,0,2,2,7,6,1,2
1001,9,0,5,2,3,6,1,2
1002,12,0,5,2,10,6,1,2
1003,1,0,3,1,10,2,3,9
1004,1,26,1,0,72,8,1,0
1005,13,8,0,0,3,0,1,0
1006,0,2,3,0,0,8,1,0
1007,3,0,3,0,0,0,6,0
1008,0,56,8,0,0,3,1,0
1009,1,6,5,2,4,11,1,2
1010,3,92,0,0,0,0,1,0
1011,6,84,2,7,18,3,1,1
1012,1,5,0,2,4,11,1,2
1013,6,86,1,2,4,11,1,2
1014,1,0,1,1,15,11,1,9
1015,1,0,1,1,0,11,103,9
1016,0,0,1,1,31,11,1,6
1017,1,30,4,1,18,8,1,9
1018,10,0,6,7,48,1,1,1
1019,6,0,1,6,0,8,5,3
1020,12,0,1,6,20,8,1,3
1021,3,0,2,3,6,8,28,4
1022,4,0,6,7,31,1,3,1
1023,0,22,0,2,17,11,1,2
1024,1,0,1,6,45,8,1,3
1025,0,46,2,1,18,8,1,6
1026,1,28,0,5,0,0,1,9
1027,12,0,1,1,7,13,1,6
1028,1,0,7,1,74,8,1,9
1029,0,0,3,2,7,13,2,5
1030,9,0,0,5,26,13,1,7
1031,2,0,7,7,0,5,9,1
1032,4,13,7,7,28,0,1,1
1033,9,5,0,1,18,3,1,6
1034,0,86,5,1,18,3,1,6
1035,6,54,3,1,18,3,1,6
1036,10,0,0,7,17,11,2,5
1037,5,82,1,1,11,1,1,6
1038,0,0,0,1,5,1,8,6
1039,2,0,6,6,5,8,1,3
1040,9,0,1,0,0,11,6,0
1041,5,8,1,0,0,11,1,0
1042,1,0,2,3,6,14,27,4
1043,10,0,2,3,6,14,19,4
1044,15,0,9,3,11,13,1,7
1045,16,36,0,5,5,10,1,7
1046,0,0,8,1,0,10,5,6
1047,5,7,12,7,11,0,1,1
1048,1,64,0,1,0,7,1,9
1049,3,35,1,1,0,7,2,6
1050,1,38,3,1,1,7,1,9
1051,1,93,1,1,5,7,1,9
1052,3,2,3,1,0,14,1,6
1053,11,0,7,1,5,12,1,6
1054,4,87,7,1,5,12,1,6
1055,2,5,7,1,5,12,1,6
1056,5,0,2,1,5,12,9,6
1057,2,0,14,4,10,13,1,8
1058,14,0,1,4,70,13,1,8
1059,13,0,1,5,24,13,1,4
1060,0,0,2,5,47,13,1,4
1061,2,0,2,3,6,11,100,4
1062,1,22,2,5,88,8,1,4
1063,5,0,1,5,0,8,1,4
1064,1,0,8,7,0,1,2,5
1065,12,9,1,2,10,13,1,2
1066,0,18,1,0,6,7,1,0
1067,0,0,0,3,67,13,1,7
1068,1,0,5,3,63,13,1,7
1069,5,0,0,3,68,13,1,7
1070,7,0,2,7,63,13,1,1
1071,2,0,1,1,0,11,8,6
1072,4,0,0,7,50,8,1,1
1073,6,64,0,0,18,8,1,0
1074,4,0,0,7,19,8,1,1
1075,0,0,7,5,31,1,1,4
1076,9,0,1,0,54,14,1,0
1077,1,0,0,0,11,8,1,0
1078,3,5,5,1,43,3,1,6
1079,3,18,1,1,87,3,1,6
1080,12,92,1,1,2,3,1,6
1081,6,0,1,1,31,3,1,6
1082,1,0,1,1,0,3,94,9
1083,1,0,0,0,33,1,1,0
1084,1,36,2,2,17,1,1,2
1085,1,0,1,6,52,5,2,5
1086,0,0,1,6,45,5,1,3
1087,4,0,2,7,0,5,3,1
1088,2,0,11,7,0,5,9,1
1089,5,0,1,1,0,8,17,6
1090,1,38,0,6,25,1,1,3
1091,1,0,2,1,7,8,2,5
1092,1,14,1,0,17,0,1,0
1093,2,0,2,3,0,0,8,4
1094,1,0,5,0,0,14,3,0
1095,1,7,3,1,21,14,1,9
1096,1,15,5,1,0,14,1,9
1097,2,0,2,7,70,1,2,5
1098,2,0,0,3,91,13,3,7
1099,1,7,0,5,5,1,1,7
1100,1,0,5,1,5,8,12,9
1101,0,0,5,6,0,13,2,5
1102,0,18,1,0,18,8,1,0
1103,2,0,1,1,11,0,3,6
1104,2,25,1,6,5,0,1,3
1105,16,0,2,3,11,0,1,4
1106,4,0,0,7,26,8,1,1
1107,5,0,2,7,1,13,1,1
1108,0,0,5,0,0,0,5,0
1109,1,0,13,2,0,1,1,2
1110,2,35,1,0,5,7,1,0
1111,1,0,1,1,10,8,13,9
1112,0,0,3,1,3,8,13,6
1113,7,0,1,6,20,0,1,3
1114,0,0,2,1,46,3,1,6
1115,7,77,1,0,17,11,1,0
1116,1,0,2,3,6,5,38,4
1117,0,0,0,5,15,1,2,5
1118,2,0,3,1,0,11,3,6
1119,2,0,2,3,6,5,54,4
1120,0,25,1,1,5,11,1,6
1121,1,94,5,2,10,1,1,2
1122,1,0,3,0,55,3,2,5
1123,8,0,10,1,5,0,1,6
1124,6,0,1,2,1,13,1,2
1125,1,0,3,0,0,13,36,0
1126,1,12,3,2,17,12,1,2
1127,3,26,2,5,4,1,1,4
1128,8,0,1,0,6,12,2,5
1129,4,0,2,7,57,2,2,5
1130,6,47,0,2,13,12,1,2
1131,1,54,1,0,17,2,1,0
1132,0,0,2,5,11,12,2,5
1133,0,0,2,1,5,0,7,6
1134,2,0,9,3,56,14,4,7
1135,6,5,13,4,1,14,1,8
1136,1,0,5,1,0,8,25,9
1137,1,13,1,1,18,13,2,9
1138,1,63,2,1,18,13,1,9
1139,6,46,0,1,12,11,1,6
1140,7,0,1,1,0,1,13,6
1141,1,0,0,2,54,11,1,2
1142,1,65,1,1,0,8,2,9
1143,2,0,8,4,11,14,1,8
1144,6,0,5,1,0,8,10,6
1145,4,0,0,3,33,14,1,7
1146,5,17,8,4,51,14,1,8
1147,11,15,0,7,11,2,1,1
1148,6,7,0,1,24,6,1,6
1149,13,0,1,6,59,8,1,3
1150,0,0,1,6,65,0,1,3
1151,7,0,11,7,1,2,1,1
1152,1,9,1,1,2,6,1,9
1153,1,5,4,1,2,2,1,9
1154,0,0,1,6,47,1,2,5
1155,6,0,3,0,63,0,2,5
1156,9,51,3,0,4,3,1,0
1157,0,31,3,0,4,3,1,0
1158,5,0,7,7,3,0,3,1
1159,1,0,1,0,14,14,4,0
1160,1,0,1,1,5,1,50,9
1161,8,0,5,2,0,1,1,2
1162,3,18,3,1,21,0,1,6
1163,0,0,5,0,0,11,4,0
1164,6,62,1,2,0,11,1,2
1165,0,77,3,0,2,5,1,0
1166,5,79,1,0,18,5,1,0
1167,8,46,1,1,18,8,1,6
1168,7,25,5,2,0,1,1,2
1169,4,0,2,5,0,14,2,5
1170,1,92,2,5,13,14,1,4
1171,1,15,10,7,18,8,1,1
1172,1,0,2,5,5,14,11,4
1173,2,0,2,5,5,14,9,4
1174,5,43,2,7,32,14,1,1
1175,5,9,0,7,69,1,1,1
1176,0,0,8,1,0,0,7,6
1177,7,0,8,4,10,1,1,8
1178,3,0,1,2,56,8,1,2
1179,2,0,11,5,31,0,1,4
1180,1,18,5,2,0,0,1,2
1181,0,92,11,5,80,14,1,4
1182,1,49,1,1,5,8,2,9
1183,4,0,1,1,20,11,1,6
1184,2,0,2,6,0,10,2,5
1185,5,0,1,6,62,10,1,3
1186,1,0,5,6,5,10,2,5
1187,1,0,1,6,34,1,1,3
1188,2,0,1,6,5,10,15,3
1189,7,0,1,1,5,8,5,6
1190,2,0,5,0,46,1,1,0
1191,1,0,3,0,30,1,1,0
1192,13,0,2,5,54,13,1,4
1193,1,0,3,1,5,8,33,9
1194,2,7,8,4,1,2,1,8
1195,1,0,10,1,0,8,8,9
1196,6,10,4,6,41,8,1,3
1197,4,0,2,3,11,8,6,4
1198,2,70,0,7,91,0,1,1
1199,1,51,1,1,13,8,1,9
1200,2,0,2,3,3,4,4,4
1201,11,0,0,3,76,4,1,7
1202,9,0,11,5,26,4,1,4
1203,11,0,2,3,1,4,1,4
1204,2,5,0,3,56,10,1,7
1205,9,0,1,1,0,8,7,6
1206,0,0,1,0,0,5,35,0
1207,2,0,3,0,3,1,3,0
1208,4,0,6,7,32,1,1,1
1209,1,0,2,0,3,1,1,0
1210,9,86,1,0,12,0,1,0
1211,1,63,5,5,28,14,1,9
1212,13,0,2,5,0,14,6,4
1213,1,0,1,5,28,14,1,4
1214,5,50,0,7,5,14,1,1
1215,0,0,2,5,28,14,1,4
1216,16,0,6,5,0,9,2,5
1217,15,0,15,3,51,8,1,7
1218,11,45,2,7,10,1,1,1
1219,2,0,7,3,11,8,1,7
1220,4,0,6,7,7,8,3,1
1221,2,0,6,1,5,0,1,6
1222,1,0,2,5,88,0,1,4
1223,0,42,1,1,0,0,1,6
1224,1,0,10,1,0,1,14,9
1225,0,60,8,0,91,13,1,0
1226,2,38,0,7,18,14,1,1
1227,1,2,1,1,0,0,2,9
1228,2,0,2,5,14,14,3,4
1229,1,15,1,1,13,1,2,9
1230,16,0,2,5,14,10,7,4
1231,1,0,1,0,66,1,1,0
1232,13,0,0,5,70,4,1,7
1233,3,0,7,7,68,14,1,1
1234,4,34,7,3,72,7,1,7
1235,1,0,4,2,3,14,3,2
1236,1,0,3,0,91,5,1,0
1237,8,62,5,4,80,8,1,8
1238,1,0,0,2,0,14,10,2
1239,2,0,0,3,19,8,3,7
1240,1,0,4,3,5,13,1,7
1241,16,0,0,5,0,0,5,7
1242,2,21,0,6,17,8,1,3
1243,0,15,3,3,89,0,1,7
1244,0,0,1,1,6,8,6,6
1245,1,0,0,1,5,8,17,9
1246,5,0,12,1,5,8,2,5
1247,1,5,1,2,17,14,2,2
1248,1,60,1,0,0,8,1,0
1249,1,0,1,2,20,14,1,2
1250,1,0,3,0,0,3,53,0
1251,12,84,0,0,4,5,1,0
1252,15,31,0,4,5,1,1,8
1253,10,95,13,4,1,0,1,8
1254,1,20,5,0,17,3,1,0
1255,6,0,1,1,0,13,19,6
1256,11,0,0,5,49,1,1,7
1257,5,10,12,5,0,8,1,4
1258,1,73,1,6,14,1,1,3
1259,1,0,1,1,0,0,119,9
1260,7,21,0,0,3,1,1,0
1261,1,80,1,1,7,8,1,9
1262,1,0,4,1,11,0,6,9
1263,1,5,0,0,35,0,1,0
1264,1,0,8,1,3,0,2,5
1265,1,11,4,1,13,8,1,9
1266,7,0,6,1,7,0,1,6
1267,5,32,8,7,18,8,1,1
1268,0,95,0,0,13,5,1,0
1269,0,0,2,0,63,5,1,0
1270,0,0,1,0,25,5,2,5
1271,4,0,0,7,73,7,1,1
1272,1,0,3,0,1,7,3,0
1273,4,0,1,6,7,0,1,3
1274,8,0,2,0,0,8,6,0
1275,1,0,1,6,63,14,2,5
1276,0,0,1,2,7,14,8,2
1277,5,7,1,6,70,0,1,3
1278,3,0,4,6,63,0,1,3
1279,3,14,1,1,18,8,1,6
1280,14,28,2,1,18,8,1,6
1281,1,68,3,1,18,8,1,9
1282,1,2,1,1,0,8,3,9
1283,1,80,1,1,0,8,1,9
1284,9,0,4,7,1,12,2,5
1285,5,4,4,1,5,12,1,6
1286,1,0,3,6,63,14,1,3
1287,3,53,1,1,28,12,1,6
1288,0,0,2,5,0,12,19,4
1289,1,31,2,7,72,10,1,1
1290,4,15,0,7,72,14,1,1
1291,1,0,3,1,0,8,60,9
1292,7,34,3,1,3,8,1,6
1293,1,0,3,1,0,1,48,9
1294,14,0,1,6,58,14,1,3
1295,5,0,1,6,58,1,2,5
1296,0,0,2,0,0,3,11,0
1297,1,88,1,1,17,1,1,9
1298,0,0,1,0,46,3,1,0
1299,9,0,13,1,3,13,1,6
1300,4,0,10,7,0,1,1,1
1301,1,71,1,1,13,8,1,9
1302,9,0,2,3,3,14,2,5
1303,1,0,6,1,0,8,14,9
1304,1,0,6,1,31,8,1,9
1305,8,30,4,1,12,8,1,6
1306,5,0,2,1,0,8,10,6
1307,1,8,1,1,5,8,1,9
1308,3,12,10,7,5,14,1,1
1309,3,38,4,1,21,0,1,6
1310,1,88,1,1,0,0,1,9
1311,12,0,9,6,63,0,1,3
1312,7,87,4,7,32,14,1,1
1313,2,0,1,2,32,12,2,5
1314,0,97,8,2,13,0,1,2
1315,1,0,1,0,0,5,58,0
1316,0,0,2,5,51,0,1,4
1317,7,0,1,2,5,8,1,2
1318,14,0,5,2,5,8,1,2
1319,3,22,6,7,3,1,1,1
1320,0,13,1,1,10,0,1,6
1321,0,0,0,1,5,0,7,6
1322,1,0,1,1,5,0,52,9
1323,1,0,3,7,27,5,2,5
1324,6,0,1,1,3,9,10,6
1325,0,0,3,7,27,5,1,1
1326,0,0,3,0,46,3,7,0
1327,12,14,1,0,56,1,1,0
1328,1,0,10,1,11,14,4,9
1329,12,0,0,7,0,8,2,5
1330,8,0,1,6,31,14,1,3
1331,1,0,0,6,0,8,4,3
1332,4,25,1,6,24,8,1,3
1333,2,0,1,2,7,2,1,2
1334,2,0,3,7,31,2,1,1
1335,13,0,2,5,37,2,1,4
1336,1,33,2,0,13,0,1,0
1337,0,0,3,2,5,2,1,2
1338,2,26,0,0,46,9,1,0
1339,7,0,4,1,5,14,1,6
1340,0,0,1,1,0,14,74,6
1341,0,0,2,5,5,1,7,4
1342,1,41,2,0,5,8,1,0
1343,2,0,0,6,31,14,1,3
1344,1,22,3,2,21,1,1,2
1345,1,0,1,2,10,0,14,2
1346,1,0,5,2,7,0,5,2
1347,1,0,4,1,0,8,20,9
1348,10,0,6,7,10,0,1,1
1349,4,4,0,5,64,1,1,7
1350,0,0,0,2,0,1,4,2
1351,6,0,3,2,0,1,2,5
1352,2,0,7,7,24,0,1,1
1353,0,36,3,2,5,1,1,2
1354,2,0,7,7,67,0,1,1
1355,14,77,8,0,17,9,1,0
1356,0,0,3,0,56,8,1,0
1357,1,79,1,2,39,13,1,2
1358,6,7,5,2,4,0,1,2
1359,6,75,1,2,13,13,1,2
1360,1,89,3,0,5,8,1,0
1361,1,14,0,2,86,13,1,2
1362,1,0,1,1,3,9,39,9
1363,1,21,8,2,0,0,1,2
1364,3,0,2,3,6,13,23,4
1365,0,0,0,1,0,14,12,6
1366,3,0,1,1,11,14,5,6
1367,1,0,0,1,5,14,11,9
1368,5,0,1,1,0,14,11,6
1369,0,1,0,1,11,11,1,6
1370,12,0,5,1,28,11,1,6
1371,0,0,1,6,5,13,13,3
1372,6,0,3,0,32,5,2,5
1373,0,35,1,1,18,8,2,6
1374,2,0,2,0,56,14,1,0
1375,0,0,1,1,7,8,5,6
1376,1,0,3,1,3,8,40,9
1377,9,0,3,1,5,8,3,6
1378,8,0,1,1,54,11,1,6
1379,0,0,3,1,54,11,1,6
1380,4,0,6,7,60,5,3,1
1381,5,0,1,1,54,11,2,5
1382,0,0,3,1,56,11,2,5
1383,13,0,1,6,51,10,1,3
1384,5,0,6,0,55,0,1,0
1385,1,0,3,0,55,0,2,5
1386,0,38,1,0,56,0,1,0
1387,0,0,3,0,14,1,3,0
1388,3,0,3,1,11,8,8,6
1389,1,0,1,5,5,0,4,4
1390,0,0,2,5,1,8,2,5
1391,4,3,0,7,52,11,1,1
1392,2,0,2,5,41,8,2,5
1393,16,0,2,5,1,8,1,4
1394,2,0,3,0,46,9,2,5
1395,1,67,1,1,11,6,1,9
1396,1,25,0,1,11,6,1,9
1397,0,80,2,1,18,7,1,6
1398,9,80,5,1,18,7,1,6
1399,6,0,2,7,34,1,1,1
1400,1,0,2,0,10,2,3,0
1401,0,0,2,5,3,2,2,5
1402,6,49,5,0,70,2,1,0
1403,2,0,1,1,3,14,5,6
1404,2,0,0,7,6,10,9,1
1405,3,0,5,1,3,14,2,5
1406,3,0,2,1,0,10,5,6
1407,6,0,2,1,6,4,1,6
1408,11,5,2,1,8,0,1,6
1409,2,0,15,3,78,0,1,7
1410,2,50,0,7,5,14,1,1
1411,1,78,3,1,42,5,1,9
1412,0,0,1,2,0,12,14,2
1413,12,0,0,3,6,0,1,7
1414,14,55,6,7,20,4,1,1
1415,13,0,0,5,5,4,2,5
1416,2,0,2,5,26,4,1,4
1417,5,0,4,7,47,4,1,1
1418,13,0,1,5,68,4,1,4
1419,3,0,0,1,11,12,4,6
1420,3,0,6,1,11,12,1,6
1421,5,0,1,1,3,12,7,6
1422,0,0,3,0,63,1,1,0
1423,7,50,1,6,19,0,1,3
1424,1,0,3,1,3,12,28,9
1425,16,0,0,5,41,4,1,7
1426,7,0,2,3,51,12,1,4
1427,0,0,2,3,67,10,2,5
1428,1,0,2,3,50,10,4,4
1429,5,0,2,3,67,10,1,4
1430,6,0,0,3,67,10,1,7
1431,11,0,6,7,38,8,2,5
1432,1,0,0,1,0,12,37,9
1433,0,0,1,1,0,0,51,6
1434,6,0,2,7,67,14,1,1
1435,0,0,3,1,6,4,3,6
1436,6,14,1,1,56,14,1,6
1437,0,0,2,1,6,4,2,5
1438,2,0,7,1,11,14,1,6
1439,1,0,3,1,0,4,54,9
1440,13,0,2,5,5,10,7,4
1441,7,60,1,6,53,2,1,3
1442,2,0,7,7,11,8,8,1
1443,1,0,0,1,17,6,1,9
1444,16,0,0,5,3,8,2,5
1445,0,0,1,1,14,8,2,5
1446,4,0,1,2,0,0,1,2
1447,3,0,4,1,7,14,1,6
1448,1,0,6,6,5,8,1,3
1449,1,0,1,2,49,12,1,2
1450,9,0,3,0,85,2,1,0
1451,13,0,2,5,15,12,1,4
1452,13,26,2,5,18,12,1,4
1453,1,13,2,5,33,12,1,4
1454,1,14,3,5,10,12,1,9
1455,7,35,1,1,13,8,1,6
1456,1,0,0,1,0,3,28,9
1457,5,79,2,6,2,14,1,3
1458,1,39,1,1,0,3,2,9
1459,0,53,3,1,0,3,2,6
1460,1,39,5,2,17,10,1,2
1461,8,0,1,1,3,2,25,6
1462,0,0,1,1,10,14,7,6
1463,3,9,3,1,11,4,1,6
1464,2,46,0,3,70,11,1,7
1465,1,45,4,1,11,3,1,9
1466,0,0,0,0,0,3,8,0
1467,3,0,7,7,28,11,2,5
1468,1,70,8,0,18,3,1,0
1469,0,0,2,3,6,0,30,4
1470,2,40,6,7,1,10,1,1
1471,0,4,5,7,64,14,1,1
1472,1,0,2,3,6,0,37,4
1473,9,0,1,0,3,0,1,0
1474,0,0,1,0,56,0,1,0
1475,1,4,3,0,3,0,1,0
1476,6,0,2,7,51,12,2,5
1477,1,13,1,0,3,0,1,0
1478,0,0,2,3,6,11,55,4
1479,1,11,3,1,4,1,1,9
1480,3,0,3,1,11,1,6,6
1481,6,0,1,2,7,1,3,2
1482,0,0,11,2,0,1,1,2
1483,1,38,1,2,17,12,1,2
1484,6,0,1,2,3,1,2,5
1485,4,14,0,7,18,6,1,1
1486,1,0,1,0,55,10,10,0
1487,1,0,7,0,0,8,1,0
1488,5,0,1,1,48,4,1,6
1489,8,0,1,0,62,2,1,0
1490,1,91,1,2,17,1,1,2
1491,1,0,2,0,32,9,1,0
1492,1,0,1,6,63,1,2,5
1493,1,54,1,6,12,1,1,3
1494,1,0,1,6,40,0,1,3
1495,14,8,1,6,68,0,1,3
1496,8,24,1,6,1,14,1,3
1497,2,0,0,6,79,8,1,3
1498,0,2,10,2,7,1,1,2
1499,3,0,1,1,5,11,4,6
1500,4,0,7,7,62,1,1,1
1501,2,0,2,3,11,14,17,4
1502,1,0,2,3,5,14,3,4
1503,4,0,0,3,6,14,6,7
1504,5,0,8,0,0,0,3,0
1505,0,0,1,0,3,0,3,0
1506,1,0,1,0,14,0,6,0
1507,1,0,7,0,55,0,1,0
1508,1,0,2,0,3,8,3,0
1509,1,0,2,3,54,8,2,5
