,INCIDENT_UNIQUE_IDENTIFIER,SUBJECT_GENDER,SUBJECT_DETAILS,SUBJECT_RACE,SUBJECT_DETAILS.2,SEARCH_REASON,INCIDENT_REASON,INCIDENT_REASON.1,VEHICLE_MAKE,VEHICLE_YEAR,VEHICLE_COLOR,VEHICLE_DETAILS,VEHICLE_DETAILS.1,OFFICER_SUPERVISOR,OFFICER_ID,OFFICER_ASSIGNMENT,OFFICER_AGE,LOCATION_STREET_NUMBER,LOCATION_CITY,Year,Month,Day,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,SEARCH_CONDUCTED,SEARCH_CONDUCTED,DISPOSITION,DISPOSITION,DISPOSITION,subject_Cluster_K_Means,subject_Cluster_GMM,vehicle_Cluster_K_Means,vehicle_Cluster_GMM,location_Cluster_K_Means,location_Cluster_GMM,officer_Cluster_K_Means,officer_Cluster_GMM,action_Cluster_K_Means,action_Cluster_GMM,date_Cluster_K_Means,date_Cluster_GMM
87919,OTHER,1,YES,Black,Med,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,VAL,HONDA,2002.0,GREY,DRIVER,MA,8311.0,11448,10,0.18571428571428572,OTHER,Hyde Park,0.25,0.4545454545454545,0.26666666666666666,0,1,0,1,1,0,1,0,1,1,1,1,1,10,0,35,3,4,2,32,8,20
40762,OTHER,1,YES,White,Fair,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10548.0,86206,1,0.14285714285714285,543,Boston,0.0,0.36363636363636365,0.9999999999999999,0,0,0,1,0,1,0,1,0,0,12,13,0,0,0,4,3,1,3,10,3,55
18642,OTHER,1,YES,White,Light,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11596.0,11697,2,0.2571428571428571,506,East Boston,0.75,0.7272727272727273,0.13333333333333333,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,11,3,1,0,33,6,53
70243,OTHER,1,YES,Black,Med,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,VAL,HONDA,2002.0,BLACK,PASSENGER,MA,11689.0,99771,16,0.18571428571428572,OTHER,Roxbury,0.0,0.36363636363636365,0.8666666666666667,0,1,0,0,0,1,0,0,1,0,1,1,2,6,2,7,3,1,2,3,3,55
144330,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,MV ACCIDENT,FORD,2000.0,RED,DRIVER,MA,10578.0,98656,3,0.18571428571428572,485,Dorchester,0.0,0.0,0.5333333333333333,0,1,1,1,1,1,0,0,1,1,1,1,3,7,1,5,2,1,2,1,9,35
108559,OTHER,1,NO,Hispanic,Med,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,HONDA,2000.0,GREEN,DRIVER,MA,10402.0,102383,11,0.1,OTHER,Roslindale,0.0,0.1818181818181818,0.43333333333333335,0,1,0,1,0,1,0,0,1,0,9,12,3,12,0,15,3,1,4,18,7,43
137608,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8940.0,106718,3,0.18571428571428572,485,Roxbury,0.0,0.6363636363636364,0.8333333333333334,0,1,0,0,0,1,0,0,1,0,1,28,0,0,0,8,22,4,5,22,13,11
130419,OTHER,1,NO,White,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,102685,8,0.17142857142857143,2893,Boston,0.0,0.6363636363636364,0.13333333333333333,0,1,0,1,0,1,0,0,1,0,10,10,0,0,0,12,3,1,5,2,0,24
101825,OTHER,1,YES,Black,Med,CONSENT SEARCH,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,92675,3,0.18571428571428572,485,Dorchester,0.25,0.9999999999999999,0.0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,5,10,1,3,18,6,7
48838,OTHER,1,YES,White,Light,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,103536,4,0.2571428571428571,485,Roxbury,0.25,0.1818181818181818,0.06666666666666668,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,25,3,4,4,4,10,45
33068,OTHER,1,YES,Black,Med,CONSENT SEARCH,MOTOR VEHICLE VIOLATION,INVESTIGATE,HONDA,2003.0,GREY,PASSENGER,MA,11312.0,83575,16,0.18571428571428572,OTHER,Roxbury,0.25,0.6363636363636364,0.7,0,1,0,1,0,1,0,0,1,0,1,28,4,8,2,7,15,1,6,34,11,11
9541,OTHER,1,YES,White,Fair,REASONABLE SUSPICION,OTHER,INVESTIGATE,HONDA,2002.0,GREY,DRIVER,MA,11756.0,116933,4,0.14285714285714285,485,OTHER,0.5,0.0,0.4666666666666667,0,1,0,0,0,1,0,0,1,0,12,27,1,10,0,16,3,1,0,19,9,8
124155,OTHER,1,YES,Hispanic,Med,REASONABLE SUSPICION,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8695.0,51558,5,0.18571428571428572,1350,Dorchester,0.0,0.4545454545454545,0.3666666666666667,0,0,0,1,0,1,0,0,1,0,5,4,0,0,1,10,3,1,6,18,8,20
134081,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,HONDA,2000.0,GREEN,DRIVER,MA,10591.0,OTHER,4,0.17142857142857143,485,Mattapan,0.0,0.4545454545454545,0.4666666666666667,0,1,0,1,0,1,0,0,1,0,2,2,3,12,0,19,1,3,4,18,1,49
63350,OTHER,1,YES,White,Fair,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86124.0,75636,16,0.14285714285714285,4562,Boston,0.25,0.7272727272727273,0.5333333333333333,0,1,0,1,1,1,0,0,1,0,12,18,0,0,2,9,3,1,4,18,14,31
140333,OTHER,1,NO,Hispanic,Med,REASONABLE SUSPICION,INVESTIGATIVE,VAL,TOYOTA,2001.0,WHITE,DRIVER,MA,11596.0,8663,2,0.1,506,East Boston,0.75,0.36363636363636365,0.1,0,1,0,1,0,1,0,0,1,0,9,12,3,3,0,11,3,1,1,6,10,28
148353,OTHER,1,YES,White,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11596.0,51000,2,0.32857142857142857,506,East Boston,0.25,0.2727272727272727,0.5,0,1,0,1,0,1,0,0,1,0,6,3,0,0,0,11,3,1,1,5,1,22
79051,OTHER,1,YES,Black,Med,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,TOYOTA,2001.0,WHITE,DRIVER,MA,11756.0,116141,4,0.18571428571428572,485,Dorchester,0.5,0.09090909090909091,0.13333333333333333,0,1,0,0,0,1,0,0,1,0,1,1,3,3,1,1,19,1,4,35,4,3
145303,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,116885,4,0.17142857142857143,485,Dorchester,0.5,0.1818181818181818,0.2,0,1,0,1,1,1,0,0,1,0,2,26,0,0,1,1,3,1,5,2,10,45
75102,OTHER,1,YES,Hispanic,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,82861,1,0.18571428571428572,543,Boston,0.0,0.7272727272727273,0.7333333333333333,0,0,0,1,0,1,0,0,1,0,5,4,0,0,0,4,3,1,3,10,5,31
85380,OTHER,1,YES,Black,Dark,CONSENT SEARCH,INVESTIGATIVE,VAL,HONDA,2008.0,BLACK,DRIVER,MA,11756.0,102353,4,0.17142857142857143,485,Dorchester,0.75,0.8181818181818182,0.5333333333333333,0,1,0,0,0,1,0,0,1,0,2,2,1,1,1,1,3,4,2,18,14,25
70971,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86201.0,12198,16,0.18571428571428572,485,OTHER,0.0,0.5454545454545454,0.03333333333333333,0,1,0,1,1,1,0,0,1,0,1,1,0,0,2,18,3,1,1,5,0,54
3071,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11826.0,83575,16,0.17142857142857143,OTHER,Dorchester,0.25,0.4545454545454545,0.2,0,1,0,1,0,1,0,0,1,0,2,26,0,0,2,3,15,1,1,5,0,20
149854,OTHER,1,YES,Black,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86199.0,103536,16,0.15714285714285714,OTHER,Roxbury,1.0,0.36363636363636365,0.1,0,1,0,0,0,1,0,0,1,0,8,6,0,0,2,7,3,4,1,12,10,28
60585,OTHER,1,NO,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10548.0,82861,1,0.15714285714285714,4771,Dorchester,0.0,0.0,0.23333333333333334,0,1,1,0,1,1,0,0,1,0,3,7,0,0,1,29,3,1,5,22,4,30
122119,OTHER,1,YES,Black,Med,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,9021.0,75645,5,0.18571428571428572,1350,Dorchester,0.5,0.5454545454545454,0.26666666666666666,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,10,3,1,4,18,8,0
131737,OTHER,1,YES,Hispanic,Med,REASONABLE SUSPICION,INVESTIGATIVE,VAL,HONDA,2003.0,GREY,PASSENGER,MA,86201.0,91925,16,0.18571428571428572,4771,Roslindale,0.0,0.4545454545454545,0.8333333333333334,0,1,0,1,0,1,0,0,1,0,5,23,4,8,2,39,3,1,1,6,3,49
110074,OTHER,1,YES,Hispanic,Light,PROBABLE CAUSE,INVESTIGATIVE,VAL,HONDA,2000.0,BLUE,PASSENGER,MA,11756.0,103780,9,0.14285714285714285,822,Jamaica Plain,0.75,0.7272727272727273,0.7666666666666667,0,1,0,1,0,1,0,0,1,0,7,5,2,13,0,24,3,4,2,24,5,31
48119,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,116899,3,0.18571428571428572,485,Dorchester,0.5,0.7272727272727273,0.3666666666666667,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,5,3,1,3,10,8,31
105628,OTHER,1,YES,White,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,HONDA,2002.0,GREY,DRIVER,MA,11756.0,116909,4,0.2571428571428571,485,Dorchester,1.0,0.0,0.23333333333333334,0,1,0,1,0,1,0,0,1,0,0,0,1,10,1,1,3,1,1,5,4,30
124317,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11826.0,74876,16,0.17142857142857143,OTHER,Dorchester,0.0,0.2727272727272727,0.4666666666666667,0,1,0,1,0,1,0,0,1,0,2,2,0,0,2,3,3,1,5,2,7,22
17658,OTHER,1,NO,Hispanic,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11596.0,11699,2,0.17142857142857143,506,East Boston,0.75,0.8181818181818182,0.2,0,1,0,1,0,1,0,0,1,0,14,11,0,0,0,11,3,1,5,2,6,40
105043,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10132.0,98656,10,0.18571428571428572,OTHER,OTHER,0.75,0.4545454545454545,0.3333333333333333,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,2,2,1,0,18,8,20
92506,OTHER,1,NO,White,Light,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,INVESTIGATE,HONDA,2002.0,GREY,DRIVER,MA,8662.0,10732,6,0.17142857142857143,2893,Boston,0.5,0.5454545454545454,0.3333333333333333,0,1,0,1,0,1,0,0,1,1,10,10,5,10,0,43,3,4,5,16,8,0
40836,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86201.0,86212,16,0.17142857142857143,485,OTHER,0.0,0.36363636363636365,0.7666666666666667,0,1,0,1,1,1,0,0,1,0,2,2,0,0,2,18,3,1,5,2,3,55
30367,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,HONDA,2000.0,GREEN,DRIVER,MA,10739.0,11804,16,0.18571428571428572,4562,Boston,0.0,0.9090909090909091,0.4666666666666667,0,1,0,1,0,1,0,0,1,0,1,1,3,12,2,9,3,1,0,18,12,57
75107,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,80420,16,0.18571428571428572,4562,Boston,0.0,0.7272727272727273,0.8,0,1,0,0,0,1,0,0,1,0,1,1,0,0,2,9,3,1,0,18,5,31
48132,OTHER,1,YES,Hispanic,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,HONDA,2002.0,BLACK,PASSENGER,MA,10060.0,75647,1,0.18571428571428572,2800,Charlestown,0.25,0.1818181818181818,0.6333333333333333,0,1,1,0,1,1,0,0,1,0,5,22,2,6,0,20,3,1,0,18,9,43
126001,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,MOTOR VEHICLE VIOLATION,INVESTIGATE,HONDA,2002.0,BLACK,PASSENGER,MA,10132.0,103765,16,0.18571428571428572,OTHER,Dorchester,0.75,0.36363636363636365,0.7666666666666667,0,1,0,0,0,1,0,0,1,0,1,1,2,6,2,3,3,4,6,17,3,55
128886,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,INVESTIGATE,HONDA,2003.0,GREY,PASSENGER,MA,8488.0,OTHER,11,0.17142857142857143,OTHER,Roslindale,0.5,0.7272727272727273,0.5333333333333333,0,1,0,1,0,1,0,0,1,0,2,2,4,8,1,15,1,3,5,16,14,31
151690,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,MOTOR VEHICLE VIOLATION,INVESTIGATE,HONDA,2002.0,GREY,DRIVER,MA,11756.0,OTHER,4,0.18571428571428572,485,Dorchester,1.0,0.36363636363636365,0.3666666666666667,0,0,0,1,0,1,0,0,1,0,1,1,1,10,1,1,1,3,6,17,7,46
86406,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,98663,16,0.18571428571428572,485,OTHER,0.5,0.5454545454545454,0.8666666666666667,0,1,0,1,1,1,0,0,1,0,1,1,0,0,2,18,3,1,0,18,13,56
110163,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,DRUGS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,12271,1,0.18571428571428572,543,Boston,0.5,0.36363636363636365,0.4666666666666667,0,0,0,1,0,1,0,0,1,0,1,28,0,0,0,4,3,1,1,23,1,39
26893,OTHER,1,YES,Hispanic,Med,PROBABLE CAUSE,RADIO CALL,B&E,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11596.0,11951,2,0.18571428571428572,506,East Boston,0.25,0.2727272727272727,0.3,0,1,0,1,1,1,0,0,1,0,5,4,0,0,0,11,3,1,4,4,7,12
2541,OTHER,1,YES,Black,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,HONDA,2003.0,GREY,PASSENGER,MA,10132.0,106678,16,0.15714285714285714,OTHER,Dorchester,0.5,0.6363636363636364,0.23333333333333334,0,0,0,1,0,0,1,0,1,0,8,6,4,8,2,3,29,4,3,29,8,24
122267,OTHER,1,NO,White,Light,CONSENT SEARCH,RADIO CALL,DRUGS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,103559,16,0.17142857142857143,485,OTHER,0.75,0.8181818181818182,0.06666666666666668,0,1,1,1,0,1,0,0,1,0,10,10,0,0,2,18,11,4,4,34,6,52
114510,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,VAL,HONDA,2001.0,WHITE,PASSENGER,MA,10132.0,81410,16,0.18571428571428572,OTHER,Hyde Park,0.75,0.5454545454545454,0.16666666666666669,0,1,0,1,1,1,0,0,1,0,1,28,2,9,2,28,3,1,1,6,0,0
35307,OTHER,1,YES,White,Light,CONSENT SEARCH,INVESTIGATIVE,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10251.0,11106,8,0.2571428571428571,2893,OTHER,0.75,0.4545454545454545,0.03333333333333333,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,21,3,4,3,15,0,20
2309,OTHER,1,YES,White,Light,PROBABLE CAUSE,INVESTIGATIVE,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11401.0,116107,7,0.2571428571428571,1033,Brighton,0.5,0.2727272727272727,0.8,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,27,3,1,2,15,3,10
108189,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10132.0,75636,16,0.17142857142857143,4562,Boston,0.75,0.9999999999999999,0.06666666666666668,0,1,0,1,0,1,0,0,1,0,2,2,0,0,2,9,3,1,5,2,6,21
57972,OTHER,1,NO,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,PUBLIC DRINKING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8311.0,96728,10,0.14285714285714285,OTHER,OTHER,0.25,0.36363636363636365,0.3666666666666667,0,0,0,1,0,1,0,0,1,0,4,25,0,0,0,2,3,1,3,10,7,46
99758,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,MOTOR VEHICLE VIOLATION,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11596.0,10410,2,0.17142857142857143,506,East Boston,0.75,0.9999999999999999,0.2,0,1,0,0,0,1,0,0,1,0,2,26,0,0,0,11,3,1,6,17,12,21
32872,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,106713,4,0.17142857142857143,485,Mattapan,0.5,0.2727272727272727,0.4,0,1,0,1,1,1,0,0,1,0,2,26,0,0,0,19,3,4,1,5,7,22
136520,OTHER,1,YES,Hispanic,Med,REASONABLE SUSPICION,INVESTIGATIVE,DRUGS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,103567,3,0.18571428571428572,485,Dorchester,0.0,0.8181818181818182,0.8666666666666667,0,1,0,1,0,1,0,0,1,0,5,4,0,0,1,5,3,1,1,23,5,50
34150,OTHER,1,YES,Black,Light,CONSENT SEARCH,MOTOR VEHICLE VIOLATION,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11312.0,102331,16,0.15714285714285714,4562,Boston,0.25,0.6363636363636364,0.7,0,1,0,0,1,1,0,0,1,0,8,6,0,0,2,9,3,4,6,25,11,11
68857,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,RADIO CALL,DRUGS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8662.0,10067,4,0.17142857142857143,485,Mattapan,0.0,0.0,0.2,0,1,0,0,1,1,0,0,1,0,2,2,0,0,0,19,3,1,4,26,4,30
19232,OTHER,1,NO,White,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,HONDA,2000.0,GREEN,DRIVER,MA,12283.0,10601,3,0.17142857142857143,485,Roxbury,0.5,0.5454545454545454,0.9333333333333333,0,0,0,1,0,1,0,0,1,0,10,19,3,12,0,8,3,1,1,11,13,56
32117,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11689.0,11689,16,0.18571428571428572,485,OTHER,0.0,0.5454545454545454,0.3333333333333333,0,1,0,1,0,1,0,0,1,0,1,1,0,0,2,18,3,1,5,2,8,0
2573,OTHER,1,YES,Black,Light,REASONABLE SUSPICION,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,99825,3,0.15714285714285714,485,Dorchester,0.75,0.36363636363636365,0.8,0,1,0,0,1,1,0,0,1,0,8,6,0,0,1,5,3,1,6,18,3,55
97179,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,108891,4,0.18571428571428572,485,Dorchester,0.75,0.6363636363636364,0.13333333333333333,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,3,1,1,5,0,24
140106,OTHER,1,YES,White,Fair,PROBABLE CAUSE,OTHER,WARRANTS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8311.0,OTHER,10,0.14285714285714285,OTHER,OTHER,0.25,0.0,0.8,0,1,0,1,0,1,0,0,0,1,12,27,0,0,0,2,1,3,0,23,15,41
10481,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,MOTOR VEHICLE VIOLATION,VAL,HONDA,2001.0,BLUE,DRIVER,MA,9021.0,107105,5,0.18571428571428572,1350,OTHER,0.5,0.0,0.3666666666666667,0,0,0,1,0,1,0,0,1,0,1,1,6,4,0,30,3,1,6,28,4,30
82863,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,98656,3,0.17142857142857143,485,Roxbury,0.5,0.0,0.6666666666666666,0,1,0,1,0,1,0,0,1,0,2,26,0,0,0,8,2,1,1,5,9,35
50047,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,MOTOR VEHICLE VIOLATION,VAL,TOYOTA,2001.0,WHITE,DRIVER,MA,11756.0,116141,1,0.18571428571428572,4771,South End,0.5,0.36363636363636365,0.7666666666666667,0,0,0,0,1,1,0,0,1,0,1,1,3,3,0,48,19,1,6,28,3,55
100361,OTHER,1,NO,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,DISTURBANCE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,9375.0,99249,16,0.15714285714285714,OTHER,Dorchester,0.75,0.6363636363636364,0.9666666666666667,0,1,0,0,0,1,0,0,1,0,3,7,0,0,1,3,3,1,1,14,13,4
98073,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,HONDA,2002.0,BLACK,PASSENGER,MA,86124.0,91893,16,0.18571428571428572,4562,Boston,0.75,0.5454545454545454,0.8333333333333334,0,1,0,0,0,1,0,0,1,0,1,1,2,6,2,9,3,1,5,22,13,36
63524,OTHER,1,YES,White,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,OTHER,1,0.32857142857142857,543,Boston,0.25,0.6363636363636364,0.8,0,1,0,0,0,1,0,0,1,0,6,3,0,0,0,4,1,3,5,22,13,11
